PAYER NAME,STATE NAME,ACRONYM,EXPANSION,Explanation,Coverage Status
Humana,All States,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,All States,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Arizona,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Arizona,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Arizona,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Arizona,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Arizona,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Arizona,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Arizona,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Arizona,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Arizona,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Arizona,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Arizona,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Arizona,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Arizona,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Arizona,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Arizona,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Arkansas,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Arkansas,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Arkansas,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Arkansas,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Arkansas,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Arkansas,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Arkansas,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Arkansas,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Arkansas,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Arkansas,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Arkansas,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Arkansas,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Arkansas,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Arkansas,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Arkansas,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,California,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,California,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,California,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,California,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,California,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,California,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,California,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,California,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,California,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,California,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,California,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,California,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,California,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,California,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,California,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Colorado,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Colorado,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Colorado,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Colorado,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Colorado,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Colorado,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Colorado,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Colorado,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Colorado,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Colorado,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Colorado,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Colorado,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Colorado,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Colorado,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Colorado,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Connecticut,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Connecticut,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Connecticut,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Connecticut,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Connecticut,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Connecticut,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Connecticut,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Connecticut,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Connecticut,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Connecticut,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Connecticut,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Connecticut,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Connecticut,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Connecticut,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Connecticut,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Delaware,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Delaware,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Delaware,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Delaware,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Delaware,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Delaware,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Delaware,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Delaware,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Delaware,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Delaware,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Delaware,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Delaware,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Delaware,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Delaware,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Delaware,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Florida,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Florida,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Florida,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Florida,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Florida,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Florida,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Florida,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Florida,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
Humana,Florida,BvsD,Part B vs Part D,"BvsD (Part B vs Part D) refers to the distinction between Medicare Part B and Part D drug coverage: Part B covers certain medications typically administered in medical settings (like injections, infusions, or durable medical equipment) such as immunosuppressants and some cancer drugs, while Part D covers most outpatient prescription drugs taken at home, including chronic condition medications.",Covered with Condition
Humana,Florida,DL,Dispensing Limit,Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Covered with Condition
Humana,Florida,MO,Mail-Order,"For certain kinds of drugs, you can use CVS Caremark® Mail Service Pharmacy. Generally, the drugs available through mail order are drugs that you take on a regular basis, for a chronic or long‑term medical condition. The drugs available through our plan’s mail‑order service are marked as “MO” in our Drug List. *",Covered
Humana,Florida,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
Humana,Florida,AV,Advisory Committee on Immunization Practices (ACIP) Covered Part D vaccines ,"Part D vaccines recommended by ACIP for adults that may be available at no cost to you; additional restrictions may apply. For more information, please refer to your Evidence of Coverage.",Covered with Condition
Humana,Florida,CI,Covered insulin products,"Part D insulin products covered by your plan. For more information on cost sharing for 
your covered insulin products, please refer to your Evidence of Coverage.",Covered
Humana,Florida,PDS,Preferred Diabetic Supplies,BD and HTL-Droplet are the preferred diabetic syringe and pen needle brands for the plan.,Covered with Condition
Humana,Georgia,Tier 1,Preferred Generic,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
Humana,Georgia,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Humana,Georgia,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Humana,Georgia,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
Humana,Georgia,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Humana,Georgia,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Humana,Georgia,QL,Quantity Limits ,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Humana,Georgia,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
