PAYER NAME,STATE NAME,Acronym,EXPANSION,Explanation,Coverage Status
AARP Medicare Plans from United Healthcare,Alabama,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Alabama,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Alabama,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Alabama,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Arizona,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Arizona,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Arizona,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Arizona,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Arizona,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Arizona,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arizona,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Arkansas,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Arkansas,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Arkansas,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Arkansas,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Arkansas,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Arkansas,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Arkansas,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,California,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,California,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,California,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,California,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,California,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,California,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,California,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Colorado,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Colorado,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Colorado,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Colorado,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Colorado,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Colorado,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Colorado,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Connecticut,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Connecticut,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Connecticut,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Connecticut,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Connecticut,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Connecticut,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Connecticut,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Delaware,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Delaware,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Delaware,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Delaware,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Delaware,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Delaware,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Delaware,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,District of Columbia,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,District of Columbia,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,District of Columbia,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,District of Columbia,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,District of Columbia,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,District of Columbia,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,District of Columbia,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Florida,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Florida,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Florida,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Florida,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Florida,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Florida,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,MME,Morphine milligram equivalent,"Additional quantity limits may apply to all opioid drugs used to treat pain. This additional limit is called a cumulative morphine milligram equivalent (MME). It’s designed to monitor safe dosing levels of opioids for people who may be taking more than 1 opioid drug for pain management. If your doctor or prescriber prescribes more than this amount or thinks the limit is not right for your situation, you or your doctor or prescriber can ask the plan to cover the additional quantity.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,7D,7-day limit,"An opioid drug used to treat pain may be limited to a 7-day supply if you don’t have a recent history
of using opioids. This limit helps minimize long-term opioid use.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Florida,DL,Dispensing Limit, Dispensing limits apply to this drug. This drug is limited to a 1-month supply per prescription.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Georgia,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
AARP Medicare Plans from United Healthcare,Georgia,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
AARP Medicare Plans from United Healthcare,Georgia,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Coverage with Conditions
AARP Medicare Plans from United Healthcare,Georgia,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
AARP Medicare Plans from United Healthcare,Georgia,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
AARP Medicare Plans from United Healthcare,Georgia,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Coverage with Conditions(PA Required)
AARP Medicare Plans from United Healthcare,Georgia,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Georgia,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Coverage with Conditions(ST Required)
AARP Medicare Plans from United Healthcare,Georgia,B/D,Medicare Part B or Part D,"Depending on how this drug is used, it may be covered by either Medicare Part B (doctor and
outpatient health care) or Medicare Part D (prescription drugs).",Coverage with Conditions
AARP Medicare Plans from United Healthcare,Georgia,LA,Limited Access,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Coverage with Conditions
